Sequence_ID	Progeny_Cell_ID
16_7_Blood_2_506	16_7_Blood_1_2
16_7_Blood_2_507	16_7_Blood_1_2
16_7_Blood_2_508	16_7_Blood_1_2
16_7_Blood_2_509	16_7_Blood_1_2
16_7_Blood_2_510	16_7_Blood_1_2
16_7_Blood_2_511	16_7_Blood_1_2
16_7_Blood_2_512	16_7_Blood_1_2
16_7_Blood_2_513	16_7_Blood_1_2
16_7_Blood_2_514	16_7_Blood_1_2
16_7_Blood_2_515	16_7_Blood_1_2
16_7_Blood_2_516	16_7_Blood_1_2
16_7_Blood_2_517	16_7_Blood_1_2
16_7_Blood_2_518	16_7_Blood_1_2
16_7_Blood_2_519	16_7_Blood_1_2
16_7_Blood_2_520	16_7_Blood_1_2
16_7_Blood_2_521	16_7_Blood_1_2
16_7_Blood_2_522	16_7_Blood_1_2
16_7_Blood_2_523	16_7_Blood_1_2
16_7_Blood_2_524	16_7_Blood_1_2
16_7_Blood_2_525	16_7_Blood_1_2
16_7_Blood_2_526	16_7_Blood_1_2
16_7_Blood_2_527	16_7_Blood_1_2
16_7_Blood_2_528	16_7_Blood_1_2
16_7_Blood_2_529	16_7_Blood_1_2
16_7_Blood_2_530	16_7_Blood_1_2
16_7_Blood_2_531	16_7_Blood_1_3
16_7_Blood_2_532	16_7_Blood_1_3
16_7_Blood_2_533	16_7_Blood_1_3
16_7_Blood_2_534	16_7_Blood_1_3
16_7_Blood_2_535	16_7_Blood_1_3
16_7_Blood_2_536	16_7_Blood_1_3
16_7_Blood_2_537	16_7_Blood_1_3
16_7_Blood_2_538	16_7_Blood_1_3
16_7_Blood_2_539	16_7_Blood_1_3
16_7_Blood_2_540	16_7_Blood_1_3
16_7_Blood_2_541	16_7_Blood_1_3
16_7_Blood_2_542	16_7_Blood_1_3
16_7_Blood_2_543	16_7_Blood_1_3
16_7_Blood_2_544	16_7_Blood_1_3
16_7_Blood_2_545	16_7_Blood_1_3
16_7_Blood_2_546	16_7_Blood_1_3
16_7_Blood_2_547	16_7_Blood_1_3
16_7_Blood_2_548	16_7_Blood_1_3
16_7_Blood_2_549	16_7_Blood_1_3
16_7_Blood_2_550	16_7_Blood_1_3
16_7_Blood_2_551	16_7_Blood_1_3
16_7_Blood_2_552	16_7_Blood_1_3
16_7_Blood_2_553	16_7_Blood_1_3
16_7_Blood_2_554	16_7_Blood_1_3
16_7_Blood_2_555	16_7_Blood_1_3
16_7_Blood_2_556	16_7_Blood_1_3
16_7_Blood_2_557	16_7_Blood_1_3
16_7_Blood_2_558	16_7_Blood_1_3
16_7_Blood_2_559	16_7_Blood_1_3
16_7_Blood_2_560	16_7_Blood_1_3
16_7_Blood_2_561	16_7_Blood_1_3
16_7_Blood_2_562	16_7_Blood_1_3
16_7_Blood_2_563	16_7_Blood_1_3
16_7_Blood_2_564	16_7_Blood_1_3
16_7_Blood_2_565	16_7_Blood_1_3
16_7_Blood_2_566	16_7_Blood_1_3
16_7_Blood_2_567	16_7_Blood_1_3
16_7_Blood_2_568	16_7_Blood_1_3
16_7_Blood_2_569	16_7_Blood_1_3
16_7_Blood_2_570	16_7_Blood_1_3
16_7_Blood_2_571	16_7_Blood_1_3
16_7_Blood_2_572	16_7_Blood_1_3
16_7_Blood_2_573	16_7_Blood_1_3
16_7_Blood_2_574	16_7_Blood_1_3
16_7_Blood_2_575	16_7_Blood_1_3
16_7_Blood_2_576	16_7_Blood_1_3
16_7_Blood_2_577	16_7_Blood_1_3
16_7_Blood_2_578	16_7_Blood_1_3
16_7_Blood_2_579	16_7_Blood_1_3
16_7_Blood_2_580	16_7_Blood_1_3
16_7_Blood_2_581	16_7_Blood_1_3
16_7_Blood_2_582	16_7_Blood_1_3
16_7_Blood_2_583	16_7_Blood_1_3
16_7_Blood_2_584	16_7_Blood_1_3
16_7_Blood_2_585	16_7_Blood_1_3
16_7_Blood_2_586	16_7_Blood_1_3
16_7_Blood_2_587	16_7_Blood_1_3
16_7_Blood_2_588	16_7_Blood_1_3
16_7_Blood_2_589	16_7_Blood_1_3
16_7_Blood_2_590	16_7_Blood_1_3
16_7_Blood_2_591	16_7_Blood_1_3
16_7_Blood_2_592	16_7_Blood_1_3
16_7_Blood_2_593	16_7_Blood_1_3
16_7_Blood_2_594	16_7_Blood_1_3
16_7_Blood_2_595	16_7_Blood_1_3
16_7_Blood_2_596	16_7_Blood_1_3
16_7_Blood_2_597	16_7_Blood_1_3
16_7_Blood_2_598	16_7_Blood_1_3
16_7_Blood_2_599	16_7_Blood_1_3
16_7_Blood_2_600	16_7_Blood_1_3
16_7_Blood_2_601	16_7_Blood_1_3
16_7_Blood_2_602	16_7_Blood_1_3
16_7_Blood_2_603	16_7_Blood_1_3
16_7_Blood_2_604	16_7_Blood_1_3
16_7_Blood_2_605	16_7_Blood_1_3
16_7_Blood_2_606	16_7_Blood_1_3
16_7_Blood_2_607	16_7_Blood_1_3
16_7_Blood_2_608	16_7_Blood_1_3
16_7_Blood_2_609	16_7_Blood_1_3
16_7_Blood_2_610	16_7_Blood_1_3
16_7_Blood_2_611	16_7_Blood_1_3
16_7_Blood_2_612	16_7_Blood_1_3
16_7_Blood_2_613	16_7_Blood_1_3
16_7_Blood_2_614	16_7_Blood_1_3
16_7_Blood_2_615	16_7_Blood_1_3
16_7_Blood_2_616	16_7_Blood_1_3
16_7_Blood_2_617	16_7_Blood_1_3
16_7_Blood_2_618	16_7_Blood_1_3
16_7_Blood_2_619	16_7_Blood_1_3
16_7_Blood_2_620	16_7_Blood_1_3
16_7_Blood_2_621	16_7_Blood_1_3
16_7_Blood_2_622	16_7_Blood_1_3
16_7_Blood_2_623	16_7_Blood_1_3
16_7_Blood_2_624	16_7_Blood_1_3
16_7_Blood_2_625	16_7_Blood_1_3
16_7_Blood_2_626	16_7_Blood_1_3
16_7_Blood_2_627	16_7_Blood_1_3
16_7_Blood_2_628	16_7_Blood_1_3
16_7_Blood_2_629	16_7_Blood_1_3
16_7_Blood_2_630	16_7_Blood_1_3
16_7_Blood_2_631	16_7_Blood_1_3
16_7_Blood_2_632	16_7_Blood_1_3
16_7_Blood_2_633	16_7_Blood_1_3
16_7_Blood_2_634	16_7_Blood_1_3
16_7_Blood_2_635	16_7_Blood_1_3
16_7_Blood_2_636	16_7_Blood_1_3
16_7_Blood_2_637	16_7_Blood_1_3
16_7_Blood_2_638	16_7_Blood_1_3
16_7_Blood_2_639	16_7_Blood_1_3
16_7_Blood_2_640	16_7_Blood_1_3
16_7_Blood_2_641	16_7_Blood_1_3
16_7_Blood_2_642	16_7_Blood_1_3
16_7_Blood_2_643	16_7_Blood_1_3
16_7_Blood_2_644	16_7_Blood_1_3
16_7_Blood_2_645	16_7_Blood_1_3
16_7_Blood_2_646	16_7_Blood_1_3
16_7_Blood_2_647	16_7_Blood_1_3
16_7_Blood_2_648	16_7_Blood_1_3
16_7_Blood_2_649	16_7_Blood_1_3
16_7_Blood_2_650	16_7_Blood_1_3
16_7_Blood_2_651	16_7_Blood_1_3
16_7_Blood_2_652	16_7_Blood_1_3
16_7_Blood_2_653	16_7_Blood_1_3
16_7_Blood_2_654	16_7_Blood_1_3
16_7_Blood_2_655	16_7_Blood_1_3
16_7_Blood_2_656	16_7_Blood_1_3
16_7_Blood_2_657	16_7_Blood_1_3
16_7_Blood_2_658	16_7_Blood_1_3
16_7_Blood_2_659	16_7_Blood_1_3
16_7_Blood_2_660	16_7_Blood_1_3
16_7_Blood_2_661	16_7_Blood_1_3
16_7_Blood_2_662	16_7_Blood_1_3
16_7_Blood_2_663	16_7_Blood_1_3
16_7_Blood_2_664	16_7_Blood_1_3
16_7_Blood_2_665	16_7_Blood_1_3
16_7_Blood_2_666	16_7_Blood_1_3
16_7_Blood_2_667	16_7_Blood_1_3
16_7_Blood_2_668	16_7_Blood_1_3
16_7_Blood_2_669	16_7_Blood_1_3
16_7_Blood_2_670	16_7_Blood_1_3
16_7_Blood_2_671	16_7_Blood_1_3
16_7_Blood_2_672	16_7_Blood_1_3
16_7_Blood_2_673	16_7_Blood_1_3
16_7_Blood_2_674	16_7_Blood_1_3
16_7_Blood_2_675	16_7_Blood_1_3
16_7_Blood_2_676	16_7_Blood_1_3
16_7_Blood_2_677	16_7_Blood_1_3
16_7_Blood_2_678	16_7_Blood_1_3
16_7_Blood_2_679	16_7_Blood_1_3
16_7_Blood_2_680	16_7_Blood_1_3
16_7_Blood_2_681	16_7_Blood_1_3
16_7_Blood_2_682	16_7_Blood_1_3
16_7_Blood_2_683	16_7_Blood_1_3
16_7_Blood_2_684	16_7_Blood_1_3
16_7_Blood_2_685	16_7_Blood_1_3
16_7_Blood_2_686	16_7_Blood_1_3
16_7_Blood_2_687	16_7_Blood_1_3
16_7_Blood_2_688	16_7_Blood_1_3
16_7_Blood_2_689	16_7_Blood_1_3
16_7_Blood_2_690	16_7_Blood_1_3
16_7_Blood_2_691	16_7_Blood_1_3
16_7_Blood_2_692	16_7_Blood_1_3
16_7_Blood_2_693	16_7_Blood_1_4
16_7_Blood_2_694	16_7_Blood_1_4
16_7_Blood_2_695	16_7_Blood_1_4
16_7_Blood_2_696	16_7_Blood_1_4
16_7_Blood_2_697	16_7_Blood_1_4
16_7_Blood_2_698	16_7_Blood_1_4
16_7_Blood_2_699	16_7_Blood_1_4
16_7_Blood_2_700	16_7_Blood_1_4
16_7_Blood_2_701	16_7_Blood_1_4
16_7_Blood_2_702	16_7_Blood_1_4
16_7_Blood_2_703	16_7_Blood_1_4
16_7_Blood_2_704	16_7_Blood_1_4
16_7_Blood_2_705	16_7_Blood_1_4
16_7_Blood_2_706	16_7_Blood_1_4
16_7_Blood_2_707	16_7_Blood_1_4
16_7_Blood_2_708	16_7_Blood_1_4
16_7_Blood_2_709	16_7_Blood_1_4
16_7_Blood_2_710	16_7_Blood_1_4
16_7_Blood_2_711	16_7_Blood_1_4
16_7_Blood_2_712	16_7_Blood_1_4
16_7_Blood_2_713	16_7_Blood_1_4
16_7_Blood_2_714	16_7_Blood_1_4
16_7_Blood_2_715	16_7_Blood_1_4
16_7_Blood_2_716	16_7_Blood_1_4
16_7_Blood_2_717	16_7_Blood_1_4
16_7_Blood_2_718	16_7_Blood_1_4
16_7_Blood_2_719	16_7_Blood_1_4
16_7_Blood_2_720	16_7_Blood_1_4
16_7_Blood_2_721	16_7_Blood_1_4
16_7_Blood_2_722	16_7_Blood_1_4
16_7_Blood_2_723	16_7_Blood_1_4
16_7_Blood_2_724	16_7_Blood_1_4
16_7_Blood_2_725	16_7_Blood_1_4
16_7_Blood_2_726	16_7_Blood_1_4
16_7_Blood_2_727	16_7_Blood_1_4
16_7_Blood_2_728	16_7_Blood_1_4
16_7_Blood_2_729	16_7_Blood_1_4
16_7_Blood_2_730	16_7_Blood_1_4
16_7_Blood_2_731	16_7_Blood_1_4
16_7_Blood_2_732	16_7_Blood_1_4
16_7_Blood_2_733	16_7_Blood_1_4
16_7_Blood_2_734	16_7_Blood_1_4
16_7_Blood_2_735	16_7_Blood_1_4
16_7_Blood_2_736	16_7_Blood_1_4
16_7_Blood_2_737	16_7_Blood_1_4
16_7_Blood_2_738	16_7_Blood_1_4
16_7_Blood_2_739	16_7_Blood_1_4
16_7_Blood_2_740	16_7_Blood_1_4
16_7_Blood_2_741	16_7_Blood_1_4
16_7_Blood_2_742	16_7_Blood_1_4
16_7_Blood_2_743	16_7_Blood_1_4
16_7_Blood_2_744	16_7_Blood_1_4
16_7_Blood_2_745	16_7_Blood_1_4
16_7_Blood_2_746	16_7_Blood_1_4
16_7_Blood_2_747	16_7_Blood_1_4
16_7_Blood_2_748	16_7_Blood_1_4
16_7_Blood_2_749	16_7_Blood_1_4
16_7_Blood_2_750	16_7_Blood_1_4
16_7_Blood_2_751	16_7_Blood_1_4
16_7_Blood_2_752	16_7_Blood_1_4
16_7_Blood_2_753	16_7_Blood_1_4
16_7_Blood_2_754	16_7_Blood_1_4
16_7_Blood_2_755	16_7_Blood_1_4
16_7_Blood_2_756	16_7_Blood_1_4
16_7_Blood_2_757	16_7_Blood_1_4
16_7_Blood_2_758	16_7_Blood_1_4
16_7_Blood_2_759	16_7_Blood_1_4
16_7_Blood_2_760	16_7_Blood_1_4
16_7_Blood_2_761	16_7_Blood_1_4
16_7_Blood_2_762	16_7_Blood_1_4
16_7_Blood_2_763	16_7_Blood_1_4
16_7_Blood_2_764	16_7_Blood_1_4
16_7_Blood_2_765	16_7_Blood_1_4
16_7_Blood_2_766	16_7_Blood_1_4
16_7_Blood_2_767	16_7_Blood_1_4
16_7_Blood_2_768	16_7_Blood_1_4
16_7_Blood_2_769	16_7_Blood_1_4
16_7_Blood_2_770	16_7_Blood_1_4
16_7_Blood_2_771	16_7_Blood_1_4
16_7_Blood_2_772	16_7_Blood_1_4
16_7_Blood_2_773	16_7_Blood_1_4
16_7_Blood_2_774	16_7_Blood_1_4
16_7_Blood_2_775	16_7_Blood_1_4
16_7_Blood_2_776	16_7_Blood_1_4
16_7_Blood_2_777	16_7_Blood_1_4
16_7_Blood_2_778	16_7_Blood_1_4
16_7_Blood_2_779	16_7_Blood_1_4
16_7_Blood_2_780	16_7_Blood_1_4
16_7_Blood_2_781	16_7_Blood_1_4
16_7_Blood_2_782	16_7_Blood_1_4
16_7_Blood_2_783	16_7_Blood_1_4
16_7_Blood_2_784	16_7_Blood_1_4
16_7_Blood_2_785	16_7_Blood_1_4
16_7_Blood_2_786	16_7_Blood_1_4
16_7_Blood_2_787	16_7_Blood_1_4
16_7_Blood_2_788	16_7_Blood_1_4
16_7_Blood_2_789	16_7_Blood_1_4
16_7_Blood_2_790	16_7_Blood_1_4
16_7_Blood_2_791	16_7_Blood_1_4
16_7_Blood_2_792	16_7_Blood_1_4
16_7_Blood_2_793	16_7_Blood_1_4
16_7_Blood_2_794	16_7_Blood_1_4
16_7_Blood_2_795	16_7_Blood_1_4
16_7_Blood_2_796	16_7_Blood_1_4
16_7_Blood_2_797	16_7_Blood_1_4
16_7_Blood_2_798	16_7_Blood_1_4
16_7_Blood_2_799	16_7_Blood_1_4
16_7_Blood_2_800	16_7_Blood_1_4
16_7_Blood_2_801	16_7_Blood_1_4
16_7_Blood_2_802	16_7_Blood_1_4
16_7_Blood_2_803	16_7_Blood_1_4
16_7_Blood_2_804	16_7_Blood_1_4
16_7_Blood_2_805	16_7_Blood_1_4
16_7_Blood_2_806	16_7_Blood_1_4
16_7_Blood_2_807	16_7_Blood_1_4
16_7_Blood_2_808	16_7_Blood_1_4
16_7_Blood_2_809	16_7_Blood_1_4
16_7_Blood_2_810	16_7_Blood_1_4
16_7_Blood_2_811	16_7_Blood_1_4
16_7_Blood_2_812	16_7_Blood_1_4
16_7_Blood_2_813	16_7_Blood_1_4
16_7_Blood_2_814	16_7_Blood_1_4
16_7_Blood_2_815	16_7_Blood_1_4
16_7_Blood_2_816	16_7_Blood_1_4
16_7_Blood_2_817	16_7_Blood_1_4
16_7_Blood_2_818	16_7_Blood_1_4
16_7_Blood_2_819	16_7_Blood_1_4
16_7_Blood_2_820	16_7_Blood_1_4
16_7_Blood_2_821	16_7_Blood_1_4
16_7_Blood_2_822	16_7_Blood_1_4
16_7_Blood_2_823	16_7_Blood_1_4
16_7_Blood_2_824	16_7_Blood_1_4
16_7_Blood_2_825	16_7_Blood_1_4
16_7_Blood_2_826	16_7_Blood_1_4
16_7_Blood_2_827	16_7_Blood_1_4
16_7_Blood_2_828	16_7_Blood_1_4
16_7_Blood_2_829	16_7_Blood_1_4
16_7_Blood_2_830	16_7_Blood_1_4
16_7_Blood_2_831	16_7_Blood_1_4
16_7_Blood_2_832	16_7_Blood_1_4
16_7_Blood_2_833	16_7_Blood_1_4
16_7_Blood_2_834	16_7_Blood_1_4
16_7_Blood_2_835	16_7_Blood_1_4
16_7_Blood_2_836	16_7_Blood_1_4
16_7_Blood_2_837	16_7_Blood_1_4
16_7_Blood_2_838	16_7_Blood_1_4
16_7_Blood_2_839	16_7_Blood_1_4
16_7_Blood_2_840	16_7_Blood_1_4
16_7_Blood_2_841	16_7_Blood_1_4
16_7_Blood_2_842	16_7_Blood_1_4
16_7_Blood_2_843	16_7_Blood_1_4
16_7_Blood_2_844	16_7_Blood_1_4
16_7_Blood_2_845	16_7_Blood_1_4
16_7_Blood_2_846	16_7_Blood_1_4
16_7_Blood_2_847	16_7_Blood_1_4
16_7_Blood_2_848	16_7_Blood_1_4
16_7_Blood_2_849	16_7_Blood_1_4
16_7_Blood_2_850	16_7_Blood_1_4
16_7_Blood_2_851	16_7_Blood_1_4
16_7_Blood_2_852	16_7_Blood_1_4
16_7_Blood_2_853	16_7_Blood_1_4
16_7_Blood_2_854	16_7_Blood_1_4
16_7_Blood_2_855	16_7_Blood_1_4
16_7_Blood_2_856	16_7_Blood_1_4
16_7_Blood_2_857	16_7_Blood_1_4
16_7_Blood_2_858	16_7_Blood_1_4
16_7_Blood_2_859	16_7_Blood_1_4
16_7_Blood_2_860	16_7_Blood_1_4
16_7_Blood_2_861	16_7_Blood_1_4
16_7_Blood_2_862	16_7_Blood_1_4
16_7_Blood_2_863	16_7_Blood_1_4
16_7_Blood_2_864	16_7_Blood_1_4
16_7_Blood_2_865	16_7_Blood_1_4
16_7_Blood_2_866	16_7_Blood_1_4
16_7_Blood_2_867	16_7_Blood_1_4
16_7_Blood_2_868	16_7_Blood_1_4
16_7_Blood_2_869	16_7_Blood_1_4
16_7_Blood_2_870	16_7_Blood_1_4
16_7_Blood_2_871	16_7_Blood_1_4
16_7_Blood_2_872	16_7_Blood_1_4
16_7_Blood_2_873	16_7_Blood_1_4
16_7_Blood_2_874	16_7_Blood_1_4
16_7_Blood_2_875	16_7_Blood_1_4
16_7_Blood_2_876	16_7_Blood_1_4
16_7_Blood_2_877	16_7_Blood_1_4
16_7_Blood_2_878	16_7_Blood_1_4
16_7_Blood_2_879	16_7_Blood_1_4
16_7_Blood_2_880	16_7_Blood_1_4
16_7_Blood_2_881	16_7_Blood_1_4
16_7_Blood_2_882	16_7_Blood_1_4
16_7_Blood_2_883	16_7_Blood_1_4
16_7_Blood_2_884	16_7_Blood_1_4
16_7_Blood_2_885	16_7_Blood_1_4
16_7_Blood_2_886	16_7_Blood_1_4
16_7_Blood_2_887	16_7_Blood_1_4
16_7_Blood_2_888	16_7_Blood_1_4
16_7_Blood_2_889	16_7_Blood_1_4
16_7_Blood_2_890	16_7_Blood_1_4
16_7_Blood_2_891	16_7_Blood_1_4
16_7_Blood_2_892	16_7_Blood_1_4
16_7_Blood_2_893	16_7_Blood_1_4
16_7_Blood_2_894	16_7_Blood_1_4
16_7_Blood_2_895	16_7_Blood_1_4
16_7_Blood_2_896	16_7_Blood_1_4
16_7_Blood_2_897	16_7_Blood_1_4
16_7_Blood_2_898	16_7_Blood_1_4
16_7_Blood_2_899	16_7_Blood_1_4
16_7_Blood_2_900	16_7_Blood_1_4
16_7_Blood_2_901	16_7_Blood_1_4
16_7_Blood_2_902	16_7_Blood_1_4
16_7_Blood_2_903	16_7_Blood_1_4
16_7_Blood_2_904	16_7_Blood_1_4
16_7_Blood_2_905	16_7_Blood_1_4
16_7_Blood_2_906	16_7_Blood_1_4
16_7_Blood_2_907	16_7_Blood_1_4
16_7_Blood_2_908	16_7_Blood_1_4
16_7_Blood_2_909	16_7_Blood_1_4
16_7_Blood_2_910	16_7_Blood_1_4
16_7_Blood_2_911	16_7_Blood_1_4
16_7_Blood_2_912	16_7_Blood_1_4
16_7_Blood_2_913	16_7_Blood_1_4
16_7_Blood_2_914	16_7_Blood_1_4
16_7_Blood_2_915	16_7_Blood_1_5
16_7_Blood_2_916	16_7_Blood_1_5
16_7_Blood_2_917	16_7_Blood_1_5
16_7_Blood_2_918	16_7_Blood_1_5
16_7_Blood_2_919	16_7_Blood_1_5
16_7_Blood_2_920	16_7_Blood_1_5
16_7_Blood_2_921	16_7_Blood_1_5
16_7_Blood_2_922	16_7_Blood_1_5
16_7_Blood_2_923	16_7_Blood_1_5
16_7_Blood_2_924	16_7_Blood_1_5
16_7_Blood_2_925	16_7_Blood_1_5
16_7_Blood_2_926	16_7_Blood_1_5
16_7_Blood_2_927	16_7_Blood_1_5
16_7_Blood_2_928	16_7_Blood_1_5
16_7_Blood_2_929	16_7_Blood_1_5
16_7_Blood_2_930	16_7_Blood_1_5
16_7_Blood_2_931	16_7_Blood_1_5
16_7_Blood_2_932	16_7_Blood_1_5
16_7_Blood_2_933	16_7_Blood_1_5
16_7_Blood_2_934	16_7_Blood_1_5
16_7_Blood_2_935	16_7_Blood_1_5
16_7_Blood_2_936	16_7_Blood_1_5
16_7_Blood_2_937	16_7_Blood_1_5
16_7_Blood_2_938	16_7_Blood_1_5
16_7_Blood_2_939	16_7_Blood_1_5
16_7_Blood_2_940	16_7_Blood_1_5
16_7_Blood_2_941	16_7_Blood_1_5
16_7_Blood_2_942	16_7_Blood_1_5
16_7_Blood_2_943	16_7_Blood_1_5
16_7_Blood_2_944	16_7_Blood_1_5
16_7_Blood_2_945	16_7_Blood_1_5
16_7_Blood_2_946	16_7_Blood_1_5
16_7_Blood_2_947	16_7_Blood_1_5
16_7_Blood_2_948	16_7_Blood_1_5
16_7_Blood_2_949	16_7_Blood_1_5
16_7_Blood_2_950	16_7_Blood_1_5
16_7_Blood_2_951	16_7_Blood_1_5
16_7_Blood_2_952	16_7_Blood_1_5
16_7_Blood_2_953	16_7_Blood_1_5
16_7_Blood_2_954	16_7_Blood_1_5
16_7_Blood_2_955	16_7_Blood_1_5
16_7_Blood_2_956	16_7_Blood_1_5
16_7_Blood_2_957	16_7_Blood_1_5
16_7_Blood_2_958	16_7_Blood_1_5
16_7_Blood_2_959	16_7_Blood_1_5
16_7_Blood_2_960	16_7_Blood_1_5
16_7_Blood_2_961	16_7_Blood_1_5
16_7_Blood_2_962	16_7_Blood_1_5
16_7_Blood_2_963	16_7_Blood_1_5
16_7_Blood_2_964	16_7_Blood_1_5
16_7_Blood_2_965	16_7_Blood_1_5
16_7_Blood_2_966	16_7_Blood_1_5
16_7_Blood_2_967	16_7_Blood_1_5
16_7_Blood_2_968	16_7_Blood_1_5
16_7_Blood_2_969	16_7_Blood_1_5
16_7_Blood_2_970	16_7_Blood_1_5
16_7_Blood_2_971	16_7_Blood_1_5
16_7_Lung_2_0	16_7_Lung_1_0
16_7_Lung_2_1	16_7_Lung_1_0
16_7_Lung_2_2	16_7_Lung_1_0
16_7_Lung_2_3	16_7_Lung_1_0
16_7_Lung_2_4	16_7_Lung_1_0
16_7_Lung_2_5	16_7_Lung_1_0
16_7_Lung_2_6	16_7_Lung_1_0
16_7_Lung_2_7	16_7_Lung_1_0
16_7_Lung_2_8	16_7_Lung_1_0
16_7_Lung_2_9	16_7_Lung_1_0
16_7_Lung_2_10	16_7_Lung_1_0
16_7_Lung_2_11	16_7_Lung_1_0
16_7_Lung_2_12	16_7_Lung_1_0
16_7_Lung_2_13	16_7_Lung_1_0
16_7_Lung_2_14	16_7_Lung_1_0
16_7_Lung_2_15	16_7_Lung_1_0
16_7_Lung_2_16	16_7_Lung_1_0
16_7_Lung_2_17	16_7_Lung_1_0
16_7_Lung_2_18	16_7_Lung_1_0
16_7_Lung_2_19	16_7_Lung_1_0
16_7_Lung_2_20	16_7_Lung_1_0
16_7_Lung_2_21	16_7_Lung_1_0
16_7_Lung_2_22	16_7_Lung_1_0
16_7_Lung_2_23	16_7_Lung_1_0
